INFO: Waiting for solution ...
INFO: Algorithm took 14.474 seconds.
INFO: Step 001 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10527 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10528 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10529 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10530 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10531 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10532 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10533 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10534 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10535 - from (11, 2) to (11, 0) ; cost 2
INFO: Step 10536 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10537 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10538 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10539 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 10540 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 10541 - from (9, 3) to (11, 3) ; cost 2
INFO: Step 10542 - from (11, 0) to (10, 0) ; cost 1
INFO: Step 10543 - from (11, 2) to (8, 2) ; cost 3
INFO: Step 10544 - from (8, 2) to (8, 0) ; cost 2
INFO: Step 10545 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 10546 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10547 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10548 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10549 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10550 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10551 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10552 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10553 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 10554 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 10555 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 10556 - from (10, 0) to (11, 0) ; cost 1
INFO: Step 10557 - from (11, 3) to (9, 3) ; cost 2
INFO: Step 10558 - from (9, 3) to (9, 1) ; cost 2
INFO: Step 10559 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 10560 - from (11, 0) to (10, 0) ; cost 1
INFO: Step 10561 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10562 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10563 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 10564 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 10565 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 10566 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10567 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10568 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10569 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10570 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10571 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10572 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 10573 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10574 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10575 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10576 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10577 - from (2, 10) to (2, 3) ; cost 7
INFO: Step 10578 - from (2, 11) to (2, 4) ; cost 7
INFO: Step 10579 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10580 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10581 - from (2, 4) to (2, 3) ; cost 1
INFO: Step 10582 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10583 - from (0, 3) to (6, 3) ; cost 6
INFO: Step 10584 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 10585 - from (6, 3) to (0, 3) ; cost 6
INFO: Step 10586 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10587 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10588 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10589 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10590 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10591 - from (2, 3) to (7, 3) ; cost 5
INFO: Step 10592 - from (7, 3) to (7, 10) ; cost 7
INFO: Step 10593 - from (7, 10) to (2, 10) ; cost 5
INFO: Step 10594 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 10595 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 10596 - from (2, 10) to (5, 10) ; cost 3
INFO: Step 10597 - from (5, 10) to (5, 5) ; cost 5
INFO: Step 10598 - from (5, 5) to (2, 5) ; cost 3
INFO: Step 10599 - from (2, 5) to (9, 5) ; cost 7
INFO: Step 10600 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 10601 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10602 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10603 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10604 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10605 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10606 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10607 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10608 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10609 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10610 - from (9, 5) to (2, 5) ; cost 7
INFO: Step 10611 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10612 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10613 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10614 - from (2, 5) to (9, 5) ; cost 7
INFO: Step 10615 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 10616 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 10617 - from (9, 5) to (2, 5) ; cost 7
INFO: Step 10618 - from (2, 5) to (2, 3) ; cost 2
INFO: Step 10619 - from (11, 2) to (8, 2) ; cost 3
INFO: Step 10620 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10621 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10622 - from (10, 0) to (11, 0) ; cost 1
INFO: Step 10623 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 10624 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10625 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10626 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10627 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10628 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10629 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10630 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10631 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10632 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10633 - from (8, 0) to (8, 1) ; cost 1
INFO: Step 10634 - from (8, 1) to (5, 1) ; cost 3
INFO: Step 10635 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10636 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10637 - from (8, 2) to (8, 0) ; cost 2
INFO: Step 10638 - from (8, 0) to (6, 0) ; cost 2
INFO: Step 10639 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 10640 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10641 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10642 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10643 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10644 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10645 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10646 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10647 - from (6, 0) to (0, 0) ; cost 6
INFO: Step 10648 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 10649 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 10650 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 10651 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10652 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10653 - from (1, 2) to (0, 2) ; cost 1
INFO: Step 10654 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10655 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 10656 - from (1, 2) to (1, 4) ; cost 2
INFO: Step 10657 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 10658 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10659 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 10660 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10661 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 10662 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10663 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10664 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10665 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 10666 - from (4, 4) to (2, 4) ; cost 2
INFO: Step 10667 - from (1, 4) to (0, 4) ; cost 1
INFO: Step 10668 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10669 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10670 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 10671 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 10672 - from (11, 0) to (10, 0) ; cost 1
INFO: Step 10673 - from (11, 2) to (11, 4) ; cost 2
INFO: Step 10674 - from (10, 0) to (11, 0) ; cost 1
INFO: Step 10675 - from (11, 0) to (11, 3) ; cost 3
INFO: Step 10676 - from (11, 3) to (9, 3) ; cost 2
INFO: Step 10677 - from (2, 4) to (2, 3) ; cost 1
INFO: Step 10678 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10679 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10680 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 10681 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 10682 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 10683 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 10684 - from (9, 3) to (9, 11) ; cost 8
INFO: Step 10685 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10686 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10687 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10688 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10689 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10690 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10691 - from (9, 11) to (9, 1) ; cost 10
INFO: Step 10692 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10693 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10694 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10695 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10696 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10697 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10698 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10699 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10700 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 10701 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 10702 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 10703 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 10704 - from (2, 10) to (11, 10) ; cost 9
INFO: Step 10705 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 10706 - from (11, 4) to (6, 4) ; cost 5
INFO: Step 10707 - from (5, 1) to (9, 1) ; cost 4
INFO: Step 10708 - from (6, 4) to (6, 8) ; cost 4
INFO: Step 10709 - from (6, 8) to (6, 0) ; cost 8
INFO: Step 10710 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 10711 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10712 - from (11, 10) to (2, 10) ; cost 9
INFO: Step 10713 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10714 - from (6, 0) to (6, 8) ; cost 8
INFO: Step 10715 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10716 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10717 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10718 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10719 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10720 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10721 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10722 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10723 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10724 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10725 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10726 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10727 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10728 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10729 - from (0, 3) to (4, 3) ; cost 4
INFO: Step 10730 - from (4, 3) to (4, 2) ; cost 1
INFO: Step 10731 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10732 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10733 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10734 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 10735 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10736 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10737 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10738 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 10739 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 10740 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10741 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10742 - from (2, 3) to (2, 10) ; cost 7
INFO: Step 10743 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10744 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10745 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10746 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10747 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10748 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 10749 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10750 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10751 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10752 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10753 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10754 - from (4, 4) to (4, 2) ; cost 2
INFO: Step 10755 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10756 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10757 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10758 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10759 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10760 - from (6, 2) to (3, 2) ; cost 3
INFO: Step 10761 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10762 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 10763 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10764 - from (6, 8) to (6, 0) ; cost 8
INFO: Step 10765 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10766 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 10767 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10768 - from (5, 0) to (4, 0) ; cost 1
INFO: Step 10769 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10770 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10771 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10772 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10773 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10774 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10775 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10776 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10777 - from (6, 0) to (5, 0) ; cost 1
INFO: Step 10778 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 10779 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10780 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10781 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10782 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10783 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10784 - from (7, 3) to (6, 3) ; cost 1
INFO: Step 10785 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10786 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10787 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10788 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10789 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10790 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10791 - from (0, 3) to (4, 3) ; cost 4
INFO: Step 10792 - from (4, 3) to (4, 2) ; cost 1
INFO: Step 10793 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10794 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10795 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10796 - from (3, 0) to (8, 0) ; cost 5
INFO: Step 10797 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 10798 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10799 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10800 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10801 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10802 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10803 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 10804 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10805 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10806 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10807 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10808 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 10809 - from (3, 4) to (3, 11) ; cost 7
INFO: Step 10810 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 10811 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10812 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10813 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10814 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10815 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10816 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10817 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10818 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 10819 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10820 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10821 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10822 - from (6, 2) to (3, 2) ; cost 3
INFO: Step 10823 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10824 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10825 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10826 - from (0, 0) to (7, 0) ; cost 7
INFO: Step 10827 - from (7, 0) to (7, 1) ; cost 1
INFO: Step 10828 - from (7, 1) to (5, 1) ; cost 2
INFO: Step 10829 - from (5, 1) to (9, 1) ; cost 4
INFO: Step 10830 - from (6, 3) to (6, 8) ; cost 5
INFO: Step 10831 - from (6, 8) to (6, 0) ; cost 8
INFO: Step 10832 - from (8, 0) to (7, 0) ; cost 1
INFO: Step 10833 - from (6, 0) to (0, 0) ; cost 6
INFO: Step 10834 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10835 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10836 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10837 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10838 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10839 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10840 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10841 - from (7, 0) to (7, 1) ; cost 1
INFO: Step 10842 - from (7, 1) to (5, 1) ; cost 2
INFO: Step 10843 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10844 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10845 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 10846 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10847 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10848 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10849 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10850 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10851 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10852 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10853 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10854 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10855 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10856 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10857 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 10858 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10859 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10860 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10861 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10862 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10863 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10864 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10865 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10866 - from (5, 1) to (5, 2) ; cost 1
INFO: Step 10867 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10868 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10869 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10870 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 10871 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 10872 - from (8, 0) to (6, 0) ; cost 2
INFO: Step 10873 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 10874 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10875 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10876 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10877 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10878 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10879 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10880 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10881 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10882 - from (6, 0) to (6, 8) ; cost 8
INFO: Step 10883 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10884 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 10885 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10886 - from (6, 8) to (11, 8) ; cost 5
INFO: Step 10887 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10888 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 10889 - from (11, 8) to (11, 6) ; cost 2
INFO: Step 10890 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 10891 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10892 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 10893 - from (11, 6) to (9, 6) ; cost 2
INFO: Step 10894 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10895 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10896 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10897 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10898 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10899 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 10900 - from (2, 3) to (2, 9) ; cost 6
INFO: Step 10901 - from (2, 9) to (0, 9) ; cost 2
INFO: Step 10902 - from (0, 9) to (5, 9) ; cost 5
INFO: Step 10903 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10904 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10905 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10906 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10907 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10908 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10909 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10910 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10911 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10912 - from (5, 9) to (0, 9) ; cost 5
INFO: Step 10913 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10914 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10915 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 10916 - from (0, 9) to (5, 9) ; cost 5
INFO: Step 10917 - from (5, 9) to (5, 10) ; cost 1
INFO: Step 10918 - from (5, 10) to (2, 10) ; cost 3
INFO: Step 10919 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 10920 - from (9, 6) to (9, 11) ; cost 5
INFO: Step 10921 - from (9, 11) to (9, 1) ; cost 10
INFO: Step 10922 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 10923 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 10924 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 10925 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10926 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10927 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10928 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10929 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10930 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10931 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 10932 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 10933 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 10934 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 10935 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10936 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10937 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10938 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10939 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10940 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10941 - from (0, 3) to (4, 3) ; cost 4
INFO: Step 10942 - from (4, 3) to (4, 2) ; cost 1
INFO: Step 10943 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 10944 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 10945 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 10946 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 10947 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 10948 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 10949 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10950 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10951 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 10952 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 10953 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 10954 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 10955 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 10956 - from (7, 3) to (6, 3) ; cost 1
INFO: Step 10957 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 10958 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 10959 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 10960 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 10961 - from (4, 11) to (2, 11) ; cost 2
